Year,Sector,Degree,Period,Reef,Depth2,Transect,Type,Quantity
2010,South,28°N,After,9,Shallow,4,Cold Water Corals,1
2023,South,28°N,Before,78,Shallow,2,Cold Water Corals,2
2010,South,25°N,Before,81,Deep,1,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,2,Cold Water Corals,1
2023,South,26°N,Before,84,Shallow,2,Cold Water Corals,3
2009,North,29°N,After,1,Deep,5,Cold Water Corals,1
2010,North,29°N,After,30,Deep,3,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,4
2009,South,27°N,After,86,Deep,2,Cold Water Corals,1
2023,South,27°N,Before,57,Deep,4,Cold Water Corals,5
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,1
2010,South,27°N,After,57,Shallow,1,Cold Water Corals,1
2009,South,27°N,After,70,Deep,3,Cold Water Corals,1
2010,South,28°N,After,79,Deep,2,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,1
2009,North,30°N,Before,8,Deep,1,Cold Water Corals,3
2023,South,27°N,Before,76,Deep,3,Cold Water Corals,3
2023,South,26°N,Before,84,Deep,1,Cold Water Corals,1
2023,North,29°N,Before,26,Deep,4,Cold Water Corals,1
2010,North,29°N,After,25,Shallow,3,Cold Water Corals,1
2010,South,25°N,Before,54,Deep,3,Cold Water Corals,1
2023,South,26°N,Before,32,Shallow,4,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,4,Cold Water Corals,4
2009,South,25°N,Before,81,Deep,7,Cold Water Corals,1
2010,North,29°N,After,30,Shallow,2,Cold Water Corals,1
2023,South,26°N,Before,34,Deep,1,Cold Water Corals,1
2010,South,26°N,After,51,Shallow,2,Cold Water Corals,1
2023,South,27°N,Before,76,Shallow,1,Cold Water Corals,2
2023,South,26°N,Before,31,Deep,1,Cold Water Corals,1
2010,South,27°N,After,57,Deep,3,Cold Water Corals,1
2010,North,29°N,After,11,Deep,4,Cold Water Corals,1
2023,North,30°N,After,7,Deep,1,Cold Water Corals,1
2010,South,25°N,Before,73,Deep,2,Cold Water Corals,2
2023,South,25°N,Before,45,Shallow,1,Cold Water Corals,2
2010,South,26°N,After,34,Shallow,1,Cold Water Corals,1
2010,South,25°N,Before,72,Deep,3,Cold Water Corals,4
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,2
2009,South,25°N,Before,73,Deep,4,Cold Water Corals,2
2010,North,29°N,After,56,Shallow,3,Cold Water Corals,2
2009,South,27°N,After,70,Deep,2,Cold Water Corals,2
2023,South,26°N,Before,34,Deep,3,Cold Water Corals,2
2009,North,29°N,After,25,Shallow,1,Cold Water Corals,3
2010,North,29°N,After,56,Deep,1,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,3,Cold Water Corals,1
2010,North,29°N,After,30,Shallow,3,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,1
2023,South,26°N,Before,31,Deep,4,Cold Water Corals,1
2023,South,27°N,Before,85,Deep,3,Cold Water Corals,1
2023,South,27°N,Before,85,Deep,2,Cold Water Corals,3
2009,South,26°N,After,29,Deep,3,Cold Water Corals,3
2009,South,28°N,After,78,Deep,1,Cold Water Corals,1
2009,South,26°N,After,29,Deep,8,Cold Water Corals,1
2023,South,26°N,Before,29,Shallow,2,Cold Water Corals,1
2009,South,27°N,After,76,Deep,1,Cold Water Corals,4
2009,South,27°N,After,76,Deep,1,Cold Water Corals,2
2009,South,27°N,After,76,Deep,1,Cold Water Corals,3
2010,South,27°N,After,57,Deep,3,Cold Water Corals,2
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,1
2009,South,25°N,Before,72,Deep,7,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,3
2009,North,29°N,After,1,Deep,5,Cold Water Corals,1
2010,North,29°N,After,11,Deep,3,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,3,Cold Water Corals,1
2009,South,26°N,After,29,Deep,3,Cold Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Cold Water Corals,1
2010,South,26°N,After,34,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,66,Shallow,1,Cold Water Corals,1
2023,North,30°N,After,7,Deep,1,Cold Water Corals,1
2023,North,29°N,Before,4,Deep,4,Cold Water Corals,2
2009,South,26°N,After,51,Shallow,6,Cold Water Corals,3
2023,North,29°N,Before,66,Shallow,1,Cold Water Corals,1
2023,South,28°N,Before,77,Shallow,2,Cold Water Corals,1
2023,North,29°N,Before,4,Deep,4,Cold Water Corals,2
2023,South,26°N,Before,31,Deep,1,Cold Water Corals,1
2023,South,26°N,Before,51,Shallow,1,Cold Water Corals,1
2009,South,26°N,After,51,Shallow,6,Cold Water Corals,1
2010,North,29°N,After,11,Deep,4,Cold Water Corals,2
2010,South,28°N,After,79,Deep,2,Cold Water Corals,1
2009,South,25°N,Before,81,Deep,1,Cold Water Corals,1
2010,North,30°N,Before,7,Deep,4,Cold Water Corals,9
2010,South,26°N,After,27,Deep,2,Cold Water Corals,1
2009,South,27°N,After,74,Shallow,8,Cold Water Corals,1
2010,North,29°N,After,56,Deep,4,Cold Water Corals,1
2023,South,28°N,Before,77,Deep,3,Cold Water Corals,6
2010,North,29°N,After,56,Deep,4,Cold Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Cold Water Corals,2
2010,North,29°N,After,11,Deep,3,Cold Water Corals,2
2010,South,26°N,After,29,Deep,3,Cold Water Corals,2
2009,South,25°N,Before,81,Deep,8,Cold Water Corals,1
2010,North,29°N,After,11,Deep,3,Cold Water Corals,4
2023,North,30°N,After,7,Shallow,1,Cold Water Corals,1
2010,North,29°N,After,30,Shallow,3,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,5,Cold Water Corals,1
2009,North,30°N,Before,8,Shallow,3,Cold Water Corals,1
2010,North,29°N,After,11,Deep,3,Cold Water Corals,1
2023,South,26°N,Before,14,Deep,1,Cold Water Corals,1
2009,North,29°N,After,5,Shallow,5,Cold Water Corals,2
2010,South,27°N,After,57,Shallow,2,Cold Water Corals,1
2009,North,29°N,After,30,Deep,3,Cold Water Corals,2
2009,South,25°N,Before,72,Deep,4,Cold Water Corals,1
2023,South,27°N,Before,71,Deep,1,Cold Water Corals,2
2023,South,25°N,After,81,Deep,4,Cold Water Corals,1
2009,North,29°N,After,25,Shallow,1,Cold Water Corals,1
2023,South,28°N,Before,77,Deep,4,Cold Water Corals,2
2010,South,26°N,After,50,Shallow,4,Cold Water Corals,3
2023,South,28°N,Before,77,Shallow,2,Cold Water Corals,1
2010,South,25°N,Before,73,Deep,4,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,5
2023,South,26°N,Before,84,Shallow,3,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,4,Cold Water Corals,2
2023,North,29°N,Before,1,Shallow,3,Cold Water Corals,1
2023,South,26°N,Before,29,Deep,3,Cold Water Corals,1
2010,South,26°N,After,32,Deep,1,Cold Water Corals,2
2009,North,30°N,Before,7,Shallow,2,Cold Water Corals,1
2009,South,26°N,After,51,Shallow,6,Cold Water Corals,1
2023,South,26°N,Before,29,Deep,3,Cold Water Corals,2
2009,South,27°N,After,76,Shallow,3,Cold Water Corals,1
2010,South,26°N,After,50,Deep,1,Cold Water Corals,1
2023,South,25°N,After,73,Deep,1,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,1,Shallow,2,Cold Water Corals,1
2023,South,25°N,Before,45,Shallow,1,Cold Water Corals,2
2023,South,26°N,Before,29,Deep,4,Cold Water Corals,4
2023,South,27°N,Before,75,Deep,3,Cold Water Corals,3
2010,South,25°N,Before,72,Deep,1,Cold Water Corals,3
2010,North,30°N,Before,8,Deep,4,Cold Water Corals,4
2009,North,30°N,Before,8,Shallow,5,Cold Water Corals,2
2023,South,28°N,Before,77,Deep,3,Cold Water Corals,2
2009,South,25°N,Before,73,Deep,4,Cold Water Corals,1
2010,North,29°N,After,26,Deep,1,Cold Water Corals,4
2010,South,25°N,Before,81,Deep,3,Cold Water Corals,2
2009,South,26°N,After,51,Shallow,4,Cold Water Corals,1
2023,South,27°N,Before,57,Deep,3,Cold Water Corals,5
2010,North,29°N,After,56,Shallow,3,Cold Water Corals,1
2010,North,29°N,After,25,Shallow,1,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,3,Cold Water Corals,1
2023,North,29°N,Before,63,Shallow,4,Cold Water Corals,1
2023,South,26°N,Before,84,Shallow,3,Cold Water Corals,2
2009,North,29°N,After,13,Deep,2,Cold Water Corals,1
2023,North,30°N,After,7,Deep,1,Cold Water Corals,1
2023,South,26°N,Before,19,Deep,1,Cold Water Corals,1
2009,South,26°N,After,27,Shallow,2,Cold Water Corals,1
2009,South,27°N,After,57,Deep,2,Cold Water Corals,3
2009,North,29°N,After,11,Deep,1,Cold Water Corals,1
2009,South,25°N,Before,81,Deep,4,Cold Water Corals,1
2009,South,26°N,After,14,Deep,1,Cold Water Corals,1
2023,South,26°N,Before,27,Deep,4,Cold Water Corals,1
2023,South,26°N,Before,27,Deep,4,Cold Water Corals,1
2010,South,26°N,After,28,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,2,Cold Water Corals,3
2023,South,27°N,Before,70,Deep,1,Cold Water Corals,1
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,1
2009,South,27°N,After,76,Deep,2,Cold Water Corals,2
2023,South,25°N,After,81,Deep,4,Cold Water Corals,2
2009,South,28°N,After,78,Deep,3,Cold Water Corals,1
2009,South,27°N,After,70,Deep,3,Cold Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Cold Water Corals,1
2010,North,29°N,After,56,Shallow,1,Cold Water Corals,1
2009,South,26°N,After,28,Deep,1,Cold Water Corals,1
2010,South,25°N,Before,54,Deep,3,Cold Water Corals,1
2023,South,25°N,After,73,Deep,1,Cold Water Corals,1
2010,North,29°N,After,5,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,5,Deep,2,Cold Water Corals,1
2009,South,28°N,After,77,Shallow,3,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,1
2023,South,25°N,After,73,Deep,1,Cold Water Corals,2
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,2
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,2
2023,South,26°N,Before,34,Deep,3,Cold Water Corals,1
2010,North,29°N,After,56,Deep,1,Cold Water Corals,1
2010,South,26°N,After,34,Deep,1,Cold Water Corals,1
2010,South,26°N,After,29,Deep,4,Cold Water Corals,1
2010,South,25°N,Before,73,Deep,2,Cold Water Corals,1
2009,North,29°N,After,63,Deep,4,Cold Water Corals,1
2009,North,29°N,After,5,Deep,1,Cold Water Corals,1
2010,North,30°N,Before,8,Deep,4,Cold Water Corals,3
2023,South,26°N,Before,27,Deep,3,Cold Water Corals,1
2010,South,25°N,Before,81,Deep,3,Cold Water Corals,2
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,1
2009,North,29°N,After,13,Shallow,6,Cold Water Corals,1
2010,North,29°N,After,63,Shallow,1,Cold Water Corals,1
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,2
2010,South,26°N,After,51,Shallow,2,Cold Water Corals,1
2023,North,29°N,Before,63,Shallow,4,Cold Water Corals,1
2023,South,26°N,Before,34,Deep,3,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,5,Cold Water Corals,1
2009,South,27°N,After,86,Deep,2,Cold Water Corals,1
2009,North,29°N,After,1,Deep,5,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,1
2023,South,25°N,After,81,Deep,4,Cold Water Corals,3
2023,South,27°N,Before,85,Deep,3,Cold Water Corals,1
2009,South,26°N,After,18,Deep,1,Cold Water Corals,2
2009,North,29°N,After,67,Shallow,5,Cold Water Corals,1
2023,South,28°N,Before,79,Deep,4,Cold Water Corals,1
2009,South,27°N,After,57,Shallow,3,Cold Water Corals,4
2023,South,26°N,Before,84,Shallow,1,Cold Water Corals,2
2009,North,29°N,After,25,Shallow,1,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,2,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,2,Cold Water Corals,1
2023,South,28°N,Before,77,Deep,4,Cold Water Corals,4
2023,South,26°N,Before,29,Deep,1,Cold Water Corals,3
2009,South,25°N,Before,81,Deep,7,Cold Water Corals,2
2010,North,30°N,Before,8,Deep,1,Cold Water Corals,2
2023,South,25°N,After,81,Deep,4,Cold Water Corals,1
2009,South,25°N,Before,81,Deep,8,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,5,Cold Water Corals,2
2010,South,25°N,Before,73,Deep,4,Cold Water Corals,2
2010,North,30°N,Before,7,Deep,3,Cold Water Corals,5
2009,South,28°N,After,78,Deep,3,Cold Water Corals,1
2009,North,29°N,After,30,Deep,3,Cold Water Corals,1
2009,North,30°N,Before,7,Deep,1,Cold Water Corals,6
2023,South,28°N,Before,80,Shallow,2,Cold Water Corals,2
2010,North,29°N,After,25,Shallow,3,Cold Water Corals,3
2010,South,26°N,After,14,Deep,1,Cold Water Corals,4
2009,South,26°N,After,51,Shallow,6,Cold Water Corals,2
2010,South,26°N,After,29,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,66,Shallow,1,Cold Water Corals,1
2009,North,30°N,Before,7,Deep,1,Cold Water Corals,9
2023,North,29°N,Before,4,Deep,2,Cold Water Corals,2
2009,South,25°N,Before,81,Deep,8,Cold Water Corals,1
2023,North,29°N,Before,5,Deep,1,Cold Water Corals,1
2023,North,29°N,Before,5,Shallow,1,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,6,Cold Water Corals,2
2023,South,27°N,Before,57,Shallow,1,Cold Water Corals,2
2009,North,29°N,After,30,Deep,3,Cold Water Corals,1
2009,South,26°N,After,18,Deep,1,Cold Water Corals,1
2023,South,27°N,Before,85,Deep,2,Cold Water Corals,1
2010,North,29°N,After,56,Deep,1,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,1,Cold Water Corals,1
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,1
2009,North,29°N,After,56,Shallow,3,Cold Water Corals,1
2010,South,26°N,After,34,Deep,2,Cold Water Corals,5
2009,North,29°N,After,5,Shallow,2,Cold Water Corals,3
2023,South,26°N,Before,84,Shallow,1,Cold Water Corals,1
2009,North,29°N,After,25,Deep,5,Cold Water Corals,1
2010,North,29°N,After,25,Shallow,1,Cold Water Corals,1
2009,North,29°N,After,63,Shallow,5,Cold Water Corals,1
2009,North,29°N,After,88,Shallow,1,Cold Water Corals,1
2010,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2010,North,29°N,After,30,Deep,4,Cold Water Corals,1
2010,South,25°N,Before,81,Deep,2,Cold Water Corals,1
2023,South,28°N,Before,77,Deep,4,Cold Water Corals,14
2009,North,29°N,After,1,Deep,5,Cold Water Corals,1
2010,South,25°N,Before,73,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,13,Shallow,4,Cold Water Corals,1
2009,North,30°N,Before,7,Deep,5,Cold Water Corals,6
2010,South,25°N,Before,81,Deep,2,Cold Water Corals,1
2023,South,26°N,Before,27,Deep,1,Cold Water Corals,2
2009,North,30°N,Before,8,Deep,1,Cold Water Corals,3
2023,North,29°N,Before,5,Shallow,1,Cold Water Corals,1
2023,South,28°N,Before,77,Shallow,1,Cold Water Corals,1
2023,North,30°N,After,7,Deep,1,Cold Water Corals,1
2010,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2023,North,29°N,Before,5,Shallow,1,Cold Water Corals,3
2010,South,25°N,Before,73,Deep,2,Cold Water Corals,1
2023,South,27°N,Before,85,Deep,3,Cold Water Corals,1
2023,South,27°N,Before,85,Deep,2,Cold Water Corals,1
2010,South,27°N,After,57,Deep,3,Cold Water Corals,2
2023,North,29°N,Before,5,Deep,2,Cold Water Corals,1
2010,South,26°N,After,27,Deep,2,Cold Water Corals,1
2010,North,29°N,After,11,Deep,3,Cold Water Corals,1
2010,South,28°N,After,79,Shallow,1,Cold Water Corals,2
2023,South,27°N,Before,71,Deep,4,Cold Water Corals,2
2023,South,26°N,Before,84,Shallow,3,Cold Water Corals,2
2023,North,29°N,Before,25,Shallow,3,Cold Water Corals,1
2023,South,26°N,Before,27,Deep,3,Cold Water Corals,2
2023,South,26°N,Before,84,Shallow,1,Cold Water Corals,1
2023,North,29°N,Before,13,Shallow,4,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,1
2009,South,28°N,After,78,Deep,1,Cold Water Corals,2
2023,South,28°N,Before,77,Deep,4,Cold Water Corals,2
2023,South,26°N,Before,27,Deep,3,Cold Water Corals,1
2023,South,26°N,Before,48,Shallow,3,Cold Water Corals,1
2009,South,27°N,After,57,Shallow,3,Cold Water Corals,2
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,3
2023,South,28°N,Before,77,Shallow,3,Cold Water Corals,1
2009,South,28°N,After,9,Deep,1,Cold Water Corals,1
2023,South,26°N,Before,28,Deep,2,Cold Water Corals,1
2010,North,29°N,After,11,Deep,4,Cold Water Corals,1
2010,South,26°N,After,28,Deep,2,Cold Water Corals,1
2009,South,25°N,Before,81,Deep,1,Cold Water Corals,2
2023,South,27°N,Before,71,Deep,2,Cold Water Corals,1
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,1
2023,South,26°N,Before,29,Deep,3,Cold Water Corals,2
2010,North,30°N,Before,8,Deep,4,Cold Water Corals,4
2023,North,29°N,Before,4,Deep,4,Cold Water Corals,1
2010,South,26°N,After,29,Shallow,1,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,6,Cold Water Corals,1
2023,South,25°N,Before,58,Shallow,3,Cold Water Corals,1
2009,South,25°N,Before,40,Deep,8,Cold Water Corals,1
2023,North,29°N,Before,1,Shallow,4,Cold Water Corals,2
2023,South,28°N,Before,77,Deep,3,Cold Water Corals,2
2023,South,26°N,Before,27,Deep,1,Cold Water Corals,1
2023,North,30°N,After,8,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,59,Shallow,3,Cold Water Corals,4
2010,South,25°N,Before,54,Deep,1,Cold Water Corals,8
2009,North,30°N,Before,8,Deep,1,Cold Water Corals,2
2009,South,25°N,Before,73,Deep,1,Cold Water Corals,1
2009,North,30°N,Before,7,Deep,1,Cold Water Corals,8
2023,North,29°N,Before,59,Shallow,3,Cold Water Corals,7
2010,South,25°N,Before,72,Deep,1,Cold Water Corals,2
2023,South,27°N,Before,74,Shallow,4,Cold Water Corals,1
2023,North,29°N,Before,5,Shallow,1,Cold Water Corals,1
2023,South,28°N,Before,77,Deep,3,Cold Water Corals,3
2009,South,25°N,Before,52,Deep,4,Cold Water Corals,2
2010,South,26°N,After,34,Shallow,1,Cold Water Corals,1
2023,South,28°N,Before,80,Shallow,2,Cold Water Corals,2
2010,North,29°N,After,56,Shallow,4,Cold Water Corals,1
2023,North,29°N,Before,5,Deep,2,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,4,Cold Water Corals,3
2009,South,25°N,Before,73,Deep,6,Cold Water Corals,1
2010,South,25°N,Before,73,Deep,4,Cold Water Corals,2
2009,South,27°N,After,74,Deep,8,Cold Water Corals,1
2009,South,27°N,After,57,Shallow,3,Cold Water Corals,2
2010,North,29°N,After,56,Deep,3,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,6,Cold Water Corals,1
2009,South,26°N,After,27,Shallow,2,Cold Water Corals,1
2010,North,29°N,After,5,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,13,Shallow,4,Cold Water Corals,1
2023,North,29°N,Before,4,Deep,4,Cold Water Corals,4
2010,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2023,South,26°N,Before,27,Deep,1,Cold Water Corals,1
2023,South,27°N,Before,71,Deep,2,Cold Water Corals,1
2009,South,26°N,After,29,Deep,3,Cold Water Corals,3
2010,South,26°N,After,34,Deep,2,Cold Water Corals,1
2009,South,25°N,Before,52,Deep,4,Cold Water Corals,1
2023,North,29°N,Before,26,Deep,4,Cold Water Corals,4
2010,North,29°N,After,5,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,26,Deep,4,Cold Water Corals,3
2009,North,30°N,Before,8,Deep,1,Cold Water Corals,14
2009,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2023,South,28°N,Before,77,Shallow,3,Cold Water Corals,3
2023,South,27°N,Before,85,Deep,3,Cold Water Corals,1
2009,South,26°N,After,51,Shallow,6,Cold Water Corals,1
2010,South,25°N,Before,73,Deep,2,Cold Water Corals,1
2023,South,28°N,Before,77,Deep,3,Cold Water Corals,2
2023,South,27°N,Before,71,Deep,4,Cold Water Corals,2
2009,North,29°N,After,5,Deep,1,Cold Water Corals,2
2023,North,29°N,Before,5,Shallow,1,Cold Water Corals,2
2010,North,30°N,Before,7,Deep,3,Cold Water Corals,6
2010,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2023,North,29°N,Before,2,Shallow,2,Cold Water Corals,2
2010,South,25°N,Before,54,Deep,1,Cold Water Corals,1
2023,South,25°N,After,40,Deep,3,Cold Water Corals,1
2023,South,26°N,Before,84,Shallow,2,Cold Water Corals,3
2010,North,30°N,Before,7,Deep,3,Cold Water Corals,15
2010,South,26°N,After,31,Deep,3,Cold Water Corals,1
2023,North,29°N,Before,5,Shallow,1,Cold Water Corals,2
2023,South,27°N,Before,71,Deep,2,Cold Water Corals,3
2009,South,26°N,After,27,Shallow,2,Cold Water Corals,1
2023,South,27°N,Before,71,Deep,2,Cold Water Corals,6
2023,South,27°N,Before,71,Deep,2,Cold Water Corals,3
2010,South,25°N,Before,40,Deep,2,Cold Water Corals,1
2010,North,29°N,After,56,Shallow,1,Cold Water Corals,1
2023,South,27°N,Before,71,Deep,2,Cold Water Corals,3
2010,South,28°N,After,9,Deep,1,Cold Water Corals,1
2009,South,25°N,Before,73,Deep,6,Cold Water Corals,1
2010,North,30°N,Before,7,Deep,4,Cold Water Corals,19
2010,South,26°N,After,34,Deep,2,Cold Water Corals,2
2009,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2009,North,30°N,Before,8,Deep,1,Cold Water Corals,2
2009,South,27°N,After,57,Deep,4,Cold Water Corals,3
2023,South,28°N,Before,77,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,11,Shallow,3,Cold Water Corals,2
2009,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2009,South,25°N,Before,72,Deep,3,Cold Water Corals,2
2009,North,29°N,After,5,Shallow,2,Cold Water Corals,2
2009,North,30°N,Before,8,Deep,1,Cold Water Corals,2
2023,South,28°N,Before,79,Deep,4,Cold Water Corals,1
2023,South,26°N,Before,84,Shallow,2,Cold Water Corals,3
2009,North,29°N,After,66,Deep,1,Cold Water Corals,1
2009,South,27°N,After,86,Deep,3,Cold Water Corals,1
2023,South,28°N,Before,77,Shallow,3,Cold Water Corals,1
2023,North,29°N,Before,26,Deep,4,Cold Water Corals,5
2023,North,29°N,Before,2,Shallow,2,Cold Water Corals,3
